no_receipt	No Receipt	बिल नहीं	Bina Bill	ਬਿਨਾਂ ਬਿੱਲ	രസീത് ഇല്ല
bill	Bill	बिल	Bill	ਬਿਲ	ബിൽ
customers	Customers	ग्राहक	Customers	ਕਸਟਮਰ	ഉപഭോക്താക്കൾ
no_tx	You don\'t have any transactions	कोइ लेन-देन नहीं	Aapne koi len-den nahi kiya	ਹਜੇ ਤਕ ਕੋਈ ਲੇਣ-ਦੇਣ ਨਹੀਂ  	നിങ്ങൾക്ക് ട്രാൻസാക്ഷനുകൾ ഇല്ല
err_default	Something went wrong. Please Try Again.	तकनीकी बाधा. दोबारा प्रयास करें.	Koi takiniki pareshani. Dobara prayas kare	ਤਕਨੀਕੀ ਸਮੱਸਿਆ. ਦੋਬਾਰਾ ਕੋਸ਼ਿਸ ਕਰੋ. 	എന്തോ കുഴപ്പം സംഭവിച്ചു. ദയവായി വീണ്ടും ശ്രമിക്കുക.
err_invalid_mobile	Enter a valid 10 digit mobile number	10 अंकों का सही मोबाइल नंबर डालें	10 digit mobile number likhe	ਵੈਲਿਡ 10 ਡਿਜ਼ੀਟ ਮੋਬਾਈਲ ਨੰਬਰ ਦਾਖਲ ਕਰੋ	ഒരു സാധുവായ 10 അക്ക മൊബൈൽ നമ്പർ നൽകുക
err_network_title	No internet	इंटरनेट बाधा	Internet nahi hai	ਨੋ ਇੰਟਰਨੇਟ	ഇന്റർനെറ്റ് ഇല്ല
err_network	Looks like there is some issue with the internet connection	तकनीकी बाधा. इंटरनेट उपलब्ध नहीं है.	Internet connection shayad kamjor hai	ਇੰਜ ਜਾਪਦਾ ਹੈ ਕਿ ਇੰਟਰਨੈਟ ਕਨੈਕਸ਼ਨ ਦੇ ਨਾਲ ਕੁਝ ਮੁੱਦਾ ਹੈ	ഇന്റർനെറ്റ് കണക്ഷനുള്ള ചില പ്രശ്നങ്ങളുണ്ടെന്ന് തോന്നുന്നു
language_title	Select language	भाषा चुनिए	Bhasha Chune	ਭਾਸ਼ਾ ਚੁਣੋ	ഭാഷ തിരഞ്ഞെടുക്കുക
welcome_title	Welcome to\nOkCredit	OkCredit\nमें आपका स्वागत है 	Welcome to\nOkCredit	ਜੀ ਆਇਆਂ ਨੂੰ OkCredit	OkCredit-ലേക്ക് \n സ്വാഗതം
welcome_get_started	Get Started	शुरुआत करें	Start Kare	ਸ਼ੁਰੂ ਕਰੋ	തുടങ്ങി
mobile_title	Enter Mobile Number	मोबाइल नंबर डालें	Mobile Number jode	ਮੋਬਾਇਲ ਨੰਬਰ ਦਾਖ਼ਲ ਕਰੋ 	മൊബൈൽ നമ്പർ നൽകുക
login_enter_password	Enter Password	पासवर्ड डालें	Password de	ਪਾਸਵਰਡ ਦਾਖ਼ਲ ਕਰੋ	പാസ്സ്‌വേർഡ്‌ നല്കൂ
login_err	Login failed. Try again	तकनीकी बाधा. दोबारा साइन इन करें.	Sign in nahi ho saka. Dobara prayas karein	ਸਾਇਨ ਇਨ ਅਸਫਲ ਰਿਹਾ, ਦੋਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ	ലോഗിൻ ചെയ്യുന്നത് പരാജയപ്പെട്ടു. വീണ്ടും ശ്രമിക്ക്
register_verify_mobile_title	Verify mobile	मोबाइल वेरिफिकेशन	Verify mobile	ਮੋਬਾਇਲ ਨੰਬਰ ਵੇਰਿਫਿਕੇਸ਼ਨ	മൊബൈൽ പരിശോധിച്ചുറപ്പിക്കുക
register_verify_mobile_msg	We will send an OTP by SMS for verification	हम SMS द्वारा OTP भेज कर, आपके मोबाइल नंबर को वेरीफाई करेंगे	Hum mobile verification ke liye SMS se OTP bhejenge	SMS ਵਿੱਚ OTP ਭੇਜ ਕੇ ਅਸੀਂ ਤੁਹਾਡਾ ਮੋਬਾਇਲ ਨੰਬਰ ਵੈਰੀਫਾਈ ਕਰਣਗੇ। 	Verify ചെയ്യാൻ ഞങ്ങൾ ഒരു OTP വഴി SMS വഴി അയയ്ക്കും
register_send_otp	Send OTP	OTP भेजें	OTP Bheje	OTP ਭੇਜੋ	OTP അയയ്ക്കുക
register_user_agreement	By continuing, you agree to our <a href='https://www.okcredit.in/terms'>Terms of service</a> and <a href='https://www.okcredit.in/privacy'>Privacy Policy</a>	OkCredit का इस्तेमाल जारी रख कर आप हमारे <a href="https://www.okcredit.in/terms">सेवा की शर्तों </a>और <a href="https://www.okcredit.in/privacy">गोपनीयता नीति</a> से सहमत हैं।	Aage jaate huye, aap OkCredit ke <a href="https://www.okcredit.in/terms">Terms of service</a> aur <a href="https://www.okcredit.in/privacy">Privacy Policy</a>	ਜਾਰੀ ਰੱਖਨ ਤੇ, ਤੁਸੀ ਸਾਡੀ <a href="https://www.okcredit.in/terms">ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ</a> ਅਤੇ <a href="https://www.okcredit.in/privacy">ਗੋਪਨੀਯਤਾ ਨੀਤੀ</a> ਨਾਲ ਸਹਿਮਤ ਹੋ|	തുടരുന്നതിലൂടെ ഞങ്ങളുടെ നിങ്ങൾ അംഗീകരിക്കുന്നു<a href="https://www.okcredit.in/terms"> സേവന നിബന്ധനകൾ</a> and <a href="https://www.okcredit.in/privacy">സ്വകാര്യതാനയം</a>
register_name_title_shop	What is your shop name?	आपके दुकान का क्या नाम है?	Aapke dukaan ka kya naam hai?	ਤੁਹਾਡੀ ਦੁਕਾਨ ਦਾ ਨਾਮ ਕੀ ਹੈ?	നിങ്ങളുടെ ഷോപ്പ് പേര് എന്താണ്?
register_name_title_individual	What is your name?	आपका पूरा नाम क्या है?	Aapka kya naam hai?	ਤੁਹਾਡਾ ਪੂਰਾ ਨਾਮ ਕੀ ਹੈ?	എന്താണ് നിങ്ങളുടെ പേര്?
register_name_msg	This name will be used in the SMS sent to the customers	आपके ग्राहक को, इसी नाम से उधार / पेमेंट का SMS अपडेट जाएगा. यह SMS, OkCredit की ऒर से मुफ्त भेजा जाता है.	Aapke customer ko aapke is naam se SMS bheja jayega	ਤੁਹਾਡੇ ਗਾਹਕਾਂ ਨੂੰ ਇਸੀ ਨਾਮ ਤੋੰ ਉਧਾਰ/ਭੁਗਤਾਨ ਦਾ SMS ਜਾਇਆ ਕਰਨਾ 	ഉപഭോക്താക്കൾക്ക് അയച്ച SMS- ൽ ഈ പേര് ഉപയോഗിക്കും
register_shop_name	Shop Name	दुकान का नाम	Dukaan ka naam	ਦੁਕਾਨ ਦਾ ਨਾਮ	ഷോപ്പ് പേര്
register_individual_name	Your Name	पूरा नाम	Aapka Naam	ਪੂਰਾ ਨਾਮ	താങ്കളുടെ പേര്
register_dont_own_a_shop	I don\'t own a shop	मेरी कोई दुकान नहीं है	Meri dukaan nahi hai	ਮੇਰੇ ਕੋਲ ਦੁਕਾਨ ਨਹੀਂ ਹੈ	എനിക്ക് ഒരു കട ഇല്ല
register_own_a_shop	I own a shop	मेरी दुकान है	Meri dukaan hai	ਮੇਰੇ ਕੋਲ ਇੱਕ ਦੁਕਾਨ ਹੈ	എനിക്ക് ഒരു കട ഉണ്ട് 
register_err_name	Should be minimum 3 characters long. Should contain at least 1 alphabet.	कम से कम 3 अक्षरों का होना चाहिए। सिर्फ अंकों वाले नाम, नहीं चलेंगे।	Kam se kam 3 akshar ka hona chahiye	ਘੱਟੋ ਘੱਟ 3 ਅੱਖਰ ਲੰਬਾ ਹੋਣਾ ਚਾਹੀਦਾ। ਸਿਰਫ ਨੰਬਰਾਂ ਵਾਲੇ ਨਾਂ ਵੀ ਨੀ ਚੱਲਣੇ। 	കുറഞ്ഞത് 3 അക്ഷരം ദൈർഘ്യമുണ്ടായിരിക്കണം.
register_password_title	Secure account with password	पासवर्ड से खाता सुरक्षा	Password se account secure kare	ਆਪਣਾ ਪਾਸਵਰਡ - ਸੁਰੱਖਿਅਤ ਖਾਤਾ	പാസ്സ്‌വേർഡ്‌ ഉപയോഗിച്ച് അക്കൗണ്ട് സുരക്ഷിതമാക്കുക
register_password_msg	Password should be minimum 6 digits for maximum security	6 अंकों के पासवर्ड से अपने OkCredit खाते की सुरक्षा सुनिश्चित करें	Kam se kam 6 anko ka password chune	ਘੱਟੋ ਘੱਟ 6 ਅੰਕਾਂ ਦੇ ਪਰਸਨਲ ਪਾਸਵਰਡ ਨਾਲ ਆਪਣਾ ਖਾਤਾ ਸੁਰੱਖਿਅਤ ਬਣਾਓ	പരമാവധി സുരക്ഷയ്ക്ക് പാസ്വേർഡിനായി കുറഞ്ഞത് 6 അക്കം ഉണ്ടായിരിക്കണം
register_fallback_title	Please enter OTP received by SMS	SMS द्वारा आया हुआ OTP दर्ज करें	SMS me aaya hua OTP enter kare	SMS ਵਿੱਚ ਆਇਆ OTP ਦਾਖ਼ਲ ਕਰੋ 	SMS സ്വീകരിച്ച OTP നൽകുക
register_fallback_subtitle	We were unable to read the OTP automatically	ऑटोमेटिकली OTP दर्ज करने में असफल	Hum automatically OTP read nahi kar paye	ਔਟੋਮੈਟਿਕੈਲੀ OTP ਪੜ੍ਹਨ ਵਿੱਚ ਅਸਫਲ 	ഞങ്ങൾക്ക് Automatic ആയ OTP വായിക്കാൻ കഴിയുന്നില്ല
register_err_incorrect_otp	Incorrect OTP	गलत OTP	Galat OTP	ਗ਼ਲਤ OTP	തെറ്റായ OTP
register_fallback_otp_not_received_msg	Did not receive OTP?	OTP नहीं आया?	OTP nahi aaya?	OTP ਨਹੀਂ ਆਇਆ?	OTP ലഭിക്കുന്നില്ലേ?
register_err_otp_not_sent	There was a technical issue while sending the OTP by SMS. Sorry for the inconvenience.	SMS द्वारा OTP भेजने में तकनीकी बाधा। असुविधा के लिए हमें खेद है।	SMS se aapke number par OTP bhejne me takneeki baadha aa rahi hai. Asuvidha ke liye khed hai.	OTP ਭੇਜਣ ਵਿੱਚ ਤਕਨੀਕੀ ਬਾਧਾ! ਤੁਹਾਡੀ ਅਸੁਵਿਧਾ ਦੇ ਲਈ ਮਾਫ ਕਰਨਾ	OTP വഴി OTP അയച്ചുകൊണ്ടിരിക്കുമ്പോൾ ഒരു സാങ്കേതിക പ്രശ്നം ഉണ്ടായിരുന്നു. അസൗകര്യത്തിൽ ക്ഷമചോദിക്കുന്നു.
register_fallback_call	Call Us	फ़ोन करें	Call OkCredit	ਫੋਨ ਕਰੋ 	ഞങ്ങളെ വിളിക്കൂ
register_fallback_whatsapp	Register by WhatsApp	WhatsApp वेरिफिकेशन करें	WhatsApp se Register kare	WhatsApp ਵੇਰਿਫਿਕੇਸ਼ਨ	WhatsApp ഉപയോഗിച്ച് രജിസ്റ്റർ ചെയ്യുക
register_fallback_whatsapp_msg	Hi, I want to create a new OkCredit account	नमस्ते! मै OkCredit में अपना नया खाता बनाना चाहता हूँ।	Namaste! Mai OkCredit me naya khata banana chahta hu	Hi, I want to create a new OkCredit account	ഹായ്, എനിക്ക് ഒരു പുതിയ OkCredit അക്കൗണ്ട് സൃഷ്ടിക്കാൻ താൽപ്പര്യമുണ്ട്
register_success_title	Welcome	सुस्वागतम्	Swaagat hai	ਨਵਾਂ ਪਰਸਨਲ ਖਾਤਾ 	സ്വാഗതം
register_success_mobile_verified	Mobile verified	मोबाइल वेरिफाइड	Mobile verified	ਮੋਬਾਇਲ ਨੰਬਰ ਵੇਰੀਫਾਇਡ 	മൊബൈൽ സ്ഥിരീകരിച്ചു
register_success_account_created	Account created	खाता खुल गया	Khata ban gaya	ਖਾਤਾ ਬਣਾਉਣ ਦੀ ਪੁਸ਼ਟੀ	അക്കൗണ്ട് സൃഷ്ടിച്ചു
register_success_secured	Secured by password	पासवर्ड से सुरक्षित	Password dwara Secure	ਪਾਸਵਰਡ ਦੁਆਰਾ ਸੁਰੱਖਿਅਤ	പാസ്സ്‌വേർഡ്‌ ഉപയോഗിച്ച് സുരക്ഷിതമാക്കിയിരിക്കുന്നു
register_success_goto_home	Go to Home Screen	होम स्क्रीन पर जाएँ	Home Screen par jaye	ਹੋਮ ਸਕ੍ਰੀਨ ਜਾਓ 	ഹോം സ്ക്രീനിലേക്ക് പോകുക
search_customers	Search	खोजें	Khojiye	ਖੋਜੋ	തിരയുക
customer_not_found	No customer named <![CDATA[<b>%1$s</b>]]>	<![CDATA[<b>%1$s</b> नाम का कोई ग्राहक नहीं]]>	<![CDATA[<b>%1$s</b> naam ka koi customer nahi]]>	<![CDATA[<b>%1$s</b> ਨਾਮ ਦਾ ਕੋਈ ਕਸਟਮਰ ਨਹੀਂ]]>	<![CDATA[<b>%1$s</b> എന്ന് പേരുള്ള കസ്റ്റമർ ഇല്ല]]>
no_customers	You don\'t have any customer	अभी तक कोई ग्राहक नहीं जोड़ा गया	Aapne abhi tak koi customer nahi joda hai	ਤੁਹਾਡੇ ਕੋਲ ਕੋਈ ਕਸਟਮਰ ਨਹੀਂ ਹੈ	നിങ്ങൾക്ക് ഒരു ഉപഭോക്താവില്ല
err_load_customers	Failed to load customers	तकनीकी बाधा। ग्राहक लिस्ट नहीं मिला	Customer load karne me takneeki baadha	ਕਸਟਮਰ ਲੋਡ ਕਰਨ ਵਿੱਚ ਅਸਫਲ	ഉപഭോക്താക്കളെ Load ചെയ്യുന്നതിൽ പരാജയപ്പെട്ടു
add_customer	Add Customer	ग्राहक जोड़ें	Customer jode	ਕਸਟਮਰ ਜੋੜੋ	ഉപഭോക്താവ് ചേർക്കുക
add_customer_short	Add	जोड़ें	Add	ਜੋੜੋ	ചേർക്കുക
add_customer_first	Add your first customer	पहला ग्राहक जोड़ें	Apna pehla customer jode	ਪਹਿਲਾ ਕਸਟਮਰ ਜੋੜੋ	നിങ്ങളുടെ ആദ്യ ഉപഭോക്താവിനെ ചേർക്കുക
paid_today	Last Payment: Today	पिछला पेमेंट: आज	Pichhla Payment: Aaj	ਆਖਰੀ ਜਮਾ: ਅੱਜ	അവസാന പേയ്മെന്റ്: ഇന്ന്
paid_yesterday	Last Payment: Yesterday	पिछला पेमेंट: कल	Pichhla Payment: Kal	ਆਖਰੀ ਜਮਾ: ਕੱਲ੍ਹ	അവസാന പേയ്മെന്റ്: ഇന്നലെ
paid_on_date	Last Payment: %1$s	पिछला पेमेंट: %1$s	Pichhla Payment: %1$s	ਆਖਰੀ ਜਮਾ: %1$s	അവസാന പേയ്മെന്റ്: %1$s
overdue_warning	Payment Due: 1 month+	पेमेंट ड्यू: 1 महीना+	Payment due: 1 mahina+	ਜਮਾ ਡਯੂ: 1 ਮਹੀਨੇ+	അവസാന പേയ്മെന്റ്: 1 മാസം+
not_paid	No Payment	कोई पेमेंट नहीं	No payments	ਨੋ ਜਮਾ	പേയ്മെന്റ് ഇല്ല
logout	Sign Out	साइन आउट	Sign Out	ਸਾਇਨ ਆਉਟ	സൈൻ ഔട്ട്
refresh	Refresh	रिफ्रेश	Refresh	ਤਾਜ਼ਾ ਕਰੋ	പുതുക്കുക
about	About Us	हमारे बारे में	Hamare baare me	ਸਾਡੇ ਬਾਰੇ	ഞങ്ങളേക്കുറിച്ച് അറിയാൻ
title_add_customer	New Customer	नया ग्राहक	Naya Customer	ਨਵਾਂ ਕਸਟਮਰ	പുതിയ ഉപഭോക്താവ്
save_customer_name	Name or Address	नाम या पता	Naam	ਨਾਮ ਜਾਂ ਪਤਾ	പേര് അല്ലെങ്കിൽ വിലാസം
save_customer_mobile	Mobile (Optional)	मोबाइल (ऑप्शनल)	Mobile (Optional)	ਮੋਬਾਇਲ (ਓਪਸ਼ਨਲ)	മൊബൈൽ (ഓപ്ഷണൽ)
save_customer_loading	Saving customer…	ग्राहक जोड़ा जा रहा है…	Customer joda jaa raha…	ਕਸਟਮਰ ਸੇਵ ਕਿੱਤਾ ਜਾ ਰਿਹਾ... 	ഉപഭോക്താവിനെ സേവ് ചെയ്യുക...
err_invalid_desc	Should be at least 3 characters long	नाम कम से कम तीन अक्षरों का रखें	Kam se kam 3 akshhar ka hone chahiye	ਘੱਟੋ ਘੱਟ 3 ਅੱਖਰ ਲੰਬਾ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ	കുറഞ്ഞത് 3 അക്ഷരം ഉണ്ടായിരിക്കണം
err_mobile_conflict	Already registered with %1$s	इस नंबर से %1$s नाम का ग्राहक मौजूद है	%1$s ke naam se pehle se maujood	%1$s ਨਾਂ ਦੇ ਗਾਹਕ ਨਾਲ ਪਹਿਲਾਂ ਹੀ ਰਜਿਸਟਰਡ ਹੈ	%1$s എന്നതുമായി ഇതിനകം രജിസ്റ്റർ ചെയ്തു
err_deleted_customer_conflict	Mobile number linked with deleted customer. Add as new customer to reactivate.	आपने इस मोबाइल नंबर से जुड़े ग्राहक को डिलीट कर दिया था। यह मोबाइल नंबर किसी और ग्राहक के साथ नहीं जोड़ा जा सकता है। अगर आप उसी ग्राहक को, दोबारा जोड़ना चाहते हैं, तो नए ग्राहक कि तरह जोड़ सकते हैं।	Mobile number, deleted customer se juda hua hai. Naye customer ki tarah jod kar reactivate kare.	ਤੁਸੀਂ ਪਹਿਲਾਂ ਇਸ ਮੋਬਾਇਲ ਵਾਲੇ ਕਸਟਮਰ ਨੂੰ ਡਿਲੇਟ ਕਿੱਤਾ ਸੀ। ਇਸ ਮੋਬਾਇਲ ਨੂੰ ਕਿਸੀ ਦੂਜੇ ਕਸਟਮਰ ਨਾਲ ਨਹੀਂ ਜੋੜਿਆ ਜਾ ਸਕਦਾ। ਜੇ ਤੁਸੀਂ ਇਸੀ ਕਸਟਮਰ ਨੂੰ ਦੋਬਾਰਾ ਜੋੜਨਾ ਚਾਹੁੰਦੇ ਹੋ ਤਾਂ ਕਸਟਮਰ ਜੋੜੋ ਪੇਜ ਤੇ ਜਾ ਕੇ ਇਸਨੂੰ ਦੋਬਾਰਾ ਜੋੜੋ।	Delete ചെയ്ത ഉപഭോക്താവുമായി ബന്ധിപ്പിച്ച മൊബൈൽ നമ്പർ. പുനരാരംഭിക്കുന്നതിന് പുതിയ ഉപഭോക്താവായി ചേർക്കുക.
err_mobile_conflict_default	Already registered with another customer	इस नंबर का ग्राहक मौजूद है	Pehle se dusre customer ke saath juda hua hai	ਕਿਸੀ ਹੋਰ ਕਸਟਮਰ ਨਾਲ ਪਹਿਲਾਂ ਹੀ ਸੇਵ ਹੈ	മറ്റൊരു ഉപഭോക്താവുമായി ഇതിനകം രജിസ്റ്റർ ചെയ്തു
err_desc_conflict	Already exists with mobile %1$s	यह ग्राहक %1$s के साथ मौजूद है	Mobile %1$s se pehle juda hua hai	ਇਸ ਨਾਮ ਨਾਲ %1$s ਪਹਿਲਾਂ ਹੀ ਮੌਜੂਦ ਹੈ, ਦੂਜਾ ਨਾਮ ਰੱਖੋ 	%1$s മൊബൈലിൽ ഇതിനകം ഉണ്ട്
err_desc_conflict_default	Already exists	पहले से मौजूद है	Pehle se maujood	ਪਹਿਲਾਂ ਹੀ ਮੌਜੂਦ ਹੈ	ഇതിനകം നിലവിലുണ്ട്
err_save_customer	Failed to save customer. Try again	तकनीकी बाधा। दोबारा ग्राहक जोड़ें	Customer jodne me takneeki baadha. Dobara prayas kare	ਕਸਟਮਰ ਨੂੰ ਸੇਵ ਕਰਨ ਵਿੱਚ ਅਸਫਲ। ਦੋਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ	ഉപഭോക്താവിനെ Save ചെയ്യുന്നത് പരാജയപ്പെട്ടു. വീണ്ടും ശ്രമിയ്ക്കുക.
edit_customer	Save Customer	सही है	Customer jode	ਸੇਵ ਕਸਟਮਰ 	ഉപഭോക്താവിനെ സംരക്ഷിക്കുക
select_from_phonebook	Select from phonebook	फोनबुक से चुनें	Phonebook se chune	ਫ਼ੋਨਬੁਕ ਤੋਂ ਚੁਣੋ	ഫോൺബുക്കിൽ നിന്ന് തിരഞ്ഞെടുക്കുക
title_customer	Customer	ग्राहक	Customer	ਕਸਟਮਰ	ഉപഭോക്താവ്
txn_add_payment_btn	Accept\nPayment	पेमेंट लिया	Payment \n liya	ਜਮਾ ਕਿੱਤਾ	പണം \n സ്വീകരിക്കുക
txn_add_credit_btn	Give\nCredit	उधार दिया	Udhaar \n diya	ਉਧਾਰ ਦਿੱਤਾ	കടം \n നൽകുക
title_edit_customer	Update Details	ग्राहक की जानकारी बदलें	Details Update Kare	ਕਸਟਮਰ ਦੀ ਜਾਣਕਾਰੀ ਬਦਲੋ 	വിശദാംശങ്ങൾ അപ്ഡേറ്റുചെയ്യുക
